id,name,permissions
00000000-0000-0000-0000-000000000002,Administrators,"*"
00000000-0000-0000-0000-000000000003,Content Editor,"VIEW_PROJECTS;CREATE_PROJECTS;EDIT_PROJECTS;DELETE_PROJECTS;VIEW_NOTEBOOKS;CREATE_NOTEBOOKS;EDIT_NOTEBOOKS;DELETE_NOTEBOOKS;VIEW_EXPERIMENTS;CREATE_EXPERIMENTS;EDIT_EXPERIMENTS;DELETE_EXPERIMENTS"
00000000-0000-0000-0000-000000000004,Template Editor,"MANAGE_TEMPLATES"
00000000-0000-0000-0000-000000000005,Project Creator,"CREATE_PROJECTS"
