id,code,name,formula,charge,molWeight
0611de98-806c-4305-91de-98806cf30515,01,01 - Sulphate,SO4²⁻,-2,96.063
5bcddddd-1167-49ec-8ddd-dd1167c9ecf9,02,02 - Chloride,Cl⁻,-2,0.000
